depSM,prDM,c0S/m,t090C,svCM,flECO-AFL,sbeox0ML/L,oxsatML/L,flag,Sal00,TraceID,folderpath_filename
207.599,209.288,2.377442,8.0261,1485.52,0.0121,2.96996,7.20021,0.0,34.5445,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
208.138,209.831,2.37758,8.007,1485.43,0.0003,2.94075,7.198,0.0,34.5534,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
208.616,210.313,2.375699,7.9631,1485.21,0.0103,2.92098,7.20135,0.0,34.5412,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
209.09,210.79,2.375956,7.9896,1485.41,-0.0038,2.94292,7.20597,0.0,34.5449,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
209.654,211.359,2.370641,7.9055,1485.03,0.0146,2.93549,7.19398,0.0,34.5253,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
210.121,211.829,2.372509,7.9036,1485.12,-0.0021,2.92805,7.20655,0.0,34.5568,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
210.617,212.329,2.370993,7.8726,1484.87,0.0162,2.91824,7.20445,0.0,34.5497,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
211.078,212.793,2.367615,7.8555,1484.87,0.0207,2.91,7.21013,0.0,34.5451,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
211.612,213.331,2.365635,7.8084,1484.8,0.0131,2.90905,7.19309,0.0,34.5509,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
212.067,213.789,2.366133,7.8098,1484.67,0.0003,2.9215,7.20532,0.0,34.5323,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
212.621,214.348,2.362739,7.7475,1484.45,0.0072,2.89562,7.20516,0.0,34.5507,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
213.114,214.844,2.362366,7.7166,1484.5,-0.0024,2.91191,7.19934,0.0,34.562,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
213.626,215.359,2.360065,7.6854,1484.26,0.0035,2.88414,7.20545,0.0,34.551,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
214.064,215.801,2.35875,7.6818,1484.24,-0.0027,2.88508,7.20525,0.0,34.5507,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
214.643,216.384,2.356975,7.6731,1484.34,-0.0112,2.88071,7.19331,0.0,34.5536,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
215.137,216.881,2.358451,7.624,1484.13,0.0072,2.87741,7.19783,0.0,34.5604,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
215.601,217.349,2.357566,7.6385,1484.29,0.0119,2.87768,7.19256,0.0,34.5614,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
216.14,217.892,2.356297,7.5772,1483.97,0.001,2.87324,7.19321,0.0,34.5636,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
216.563,218.318,2.352671,7.5894,1483.97,0.0163,2.88531,7.20706,0.0,34.5383,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
217.083,218.842,2.352383,7.537,1483.85,0.0032,2.86622,7.20543,0.0,34.5549,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
217.601,219.363,2.351055,7.503,1483.72,-0.0067,2.86936,7.19537,0.0,34.5741,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
218.09,219.856,2.349163,7.4948,1483.66,0.0031,2.86197,7.20599,0.0,34.5623,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
218.657,220.427,2.347335,7.4495,1483.52,-0.0102,2.87529,7.20294,0.0,34.5712,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
219.062,220.835,2.346821,7.4636,1483.48,-0.0079,2.85538,7.19696,0.0,34.5458,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
219.64,221.417,2.345929,7.4335,1483.4,-0.0023,2.8565,7.2077,0.0,34.532,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
220.125,221.906,2.344887,7.3979,1483.35,-0.0139,2.8456,7.20011,0.0,34.5567,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
220.642,222.427,2.3413,7.3484,1483.09,0.0035,2.84418,7.19785,0.0,34.5461,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
221.156,222.944,2.340765,7.3311,1483.22,0.0035,2.86303,7.20109,0.0,34.5772,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
221.641,223.433,2.340436,7.3234,1483.12,-0.0096,2.83665,7.20193,0.0,34.5599,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
222.072,223.867,2.339004,7.2837,1482.99,-0.0036,2.83612,7.20231,0.0,34.5602,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
222.607,224.406,2.339075,7.2888,1482.92,0.0124,2.81961,7.20019,0.0,34.5778,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
223.072,224.874,2.339227,7.2661,1482.91,0.0091,2.82268,7.19783,0.0,34.5691,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
223.625,225.432,2.336,7.2356,1482.86,-0.0021,2.82044,7.19681,0.0,34.5695,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
224.086,225.896,2.333147,7.207,1482.68,0.0065,2.83939,7.19764,0.0,34.5581,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
224.616,226.43,2.330516,7.1633,1482.49,0.0173,2.82478,7.19997,0.0,34.5512,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
225.112,226.929,2.332249,7.1612,1482.5,0.0117,2.80408,7.19812,0.0,34.573,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
225.608,227.429,2.332811,7.184,1482.67,-0.0009,2.80245,7.20136,0.0,34.5639,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
226.131,227.956,2.329084,7.117,1482.4,0.0036,2.80862,7.19769,0.0,34.5716,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
226.639,228.468,2.326507,7.0853,1482.3,-0.0033,2.79764,7.19556,0.0,34.5572,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
227.13,228.963,2.325816,7.0241,1482.0,-0.0032,2.78318,7.20073,0.0,34.5869,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
227.658,229.495,2.325215,7.0146,1482.04,0.0017,2.79615,7.20207,0.0,34.5872,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
228.089,229.928,2.325378,7.0381,1482.2,-0.0181,2.79444,7.1909,0.0,34.5825,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
228.579,230.422,2.323346,6.9899,1481.96,-0.0026,2.7868,7.20032,0.0,34.5884,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
229.156,231.003,2.324457,6.9924,1481.96,0.0129,2.79538,7.2026,0.0,34.5733,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
229.624,231.475,2.320146,6.9322,1481.8,-0.0037,2.78947,7.20112,0.0,34.5727,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
230.134,231.988,2.322092,6.9636,1481.84,-0.0112,2.78316,7.20687,0.0,34.5956,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
230.598,232.456,2.320839,6.9217,1481.79,0.0,2.75679,7.19897,0.0,34.5772,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
231.101,232.963,2.318708,6.885,1481.64,0.0121,2.78665,7.20871,0.0,34.5738,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
231.59,233.455,2.316241,6.867,1481.59,0.005,2.76454,7.1875,0.0,34.574,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
232.145,234.013,2.314248,6.8488,1481.45,0.0122,2.75311,7.20414,0.0,34.5725,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
232.63,234.503,2.314998,6.8252,1481.4,0.0065,2.76513,7.20292,0.0,34.5919,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
233.164,235.041,2.315397,6.8149,1481.37,0.0101,2.74268,7.20338,0.0,34.5773,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
233.622,235.501,2.313168,6.8304,1481.44,-0.0009,2.7539,7.20485,0.0,34.5815,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
234.114,235.997,2.310658,6.7386,1481.06,0.0084,2.74299,7.1978,0.0,34.591,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
234.613,236.5,2.310634,6.743,1481.2,0.0005,2.73378,7.20215,0.0,34.5894,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
235.07,236.96,2.30856,6.7454,1481.16,0.0018,2.7457,7.20332,0.0,34.5936,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
235.607,237.501,2.308834,6.7038,1480.98,0.0051,2.74256,7.20671,0.0,34.5948,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
236.098,237.996,2.305243,6.6841,1480.9,-0.0095,2.74091,7.1998,0.0,34.5732,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
236.583,238.484,2.303368,6.6365,1480.74,0.007,2.73801,7.19728,0.0,34.5783,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
237.136,239.041,2.302701,6.6471,1480.73,-0.0,2.71612,7.20099,0.0,34.5738,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
237.629,239.538,2.303537,6.6286,1480.69,0.0022,2.71627,7.20613,0.0,34.5841,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
238.086,239.998,2.30141,6.6045,1480.66,-0.0023,2.73656,7.19063,0.0,34.5771,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
238.606,240.522,2.298865,6.5524,1480.56,0.0114,2.71622,7.19799,0.0,34.5892,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
239.116,241.036,2.299189,6.5235,1480.42,0.0059,2.73399,7.19292,0.0,34.5867,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
239.58,241.503,2.296669,6.5298,1480.39,-0.0066,2.72996,7.20553,0.0,34.5685,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
240.087,242.013,2.29842,6.5218,1480.37,-0.0049,2.72024,7.20541,0.0,34.5826,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
240.587,242.517,2.300104,6.5309,1480.42,-0.0027,2.69979,7.20056,0.0,34.6113,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
241.092,243.026,2.299172,6.5213,1480.44,0.0069,2.69611,7.20012,0.0,34.6043,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
241.629,243.567,2.295737,6.4809,1480.18,0.0142,2.70652,7.19787,0.0,34.5882,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
242.074,244.015,2.293699,6.4351,1480.06,0.0108,2.69166,7.19893,0.0,34.5995,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
242.665,244.611,2.28818,6.3834,1479.84,-0.0005,2.69536,7.20974,0.0,34.5833,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
243.119,245.068,2.291095,6.4073,1480.05,0.0038,2.68421,7.19994,0.0,34.5897,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
243.574,245.526,2.291583,6.4067,1479.98,0.0018,2.68943,7.20373,0.0,34.5827,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
244.163,246.12,2.288355,6.353,1479.73,0.0024,2.68056,7.19884,0.0,34.5932,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
244.58,246.539,2.289834,6.3806,1479.85,-0.0073,2.68883,7.2005,0.0,34.5771,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
245.136,247.099,2.28975,6.3427,1479.78,-0.0171,2.66783,7.19892,0.0,34.5946,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
245.627,247.594,2.286911,6.296,1479.65,0.016,2.67657,7.20608,0.0,34.6026,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
246.127,248.098,2.284296,6.2799,1479.48,-0.0022,2.68277,7.20316,0.0,34.5906,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
246.67,248.645,2.284031,6.2607,1479.5,0.0019,2.65532,7.20495,0.0,34.5945,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
247.078,249.055,2.282227,6.2489,1479.48,0.0113,2.66242,7.19174,0.0,34.5939,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
247.604,249.586,2.282487,6.22,1479.36,-0.0101,2.65938,7.20231,0.0,34.5926,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
248.136,250.122,2.28236,6.2249,1479.4,-0.0029,2.65673,7.20441,0.0,34.6062,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
248.664,250.653,2.280866,6.2107,1479.32,-0.0015,2.66255,7.20929,0.0,34.6081,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
249.108,251.101,2.282771,6.232,1479.44,-0.0075,2.65601,7.19447,0.0,34.6243,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
249.649,251.646,2.277626,6.1738,1479.22,-0.0082,2.63164,7.18772,0.0,34.5903,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
250.148,252.148,2.274463,6.1068,1478.93,0.006,0.07734,7.19364,0.0,34.5975,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
250.588,252.591,2.278587,6.1277,1478.97,-0.0185,0.09232,7.19755,0.0,34.6059,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
251.108,253.115,2.277148,6.139,1479.02,-0.0031,0.05239,7.19494,0.0,34.5929,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
251.596,253.607,2.274803,6.0863,1478.84,-0.0022,0.07899,7.20133,0.0,34.5849,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
252.091,254.105,2.276567,6.0821,1478.89,-0.0091,0.08903,7.19869,0.0,34.5956,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
252.625,254.644,2.272817,6.0681,1478.81,0.0054,0.06549,7.20412,0.0,34.6031,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
253.077,255.099,2.274777,6.0653,1478.81,0.0078,0.05807,7.20111,0.0,34.5883,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
253.578,255.603,2.273543,6.0349,1478.71,0.007,0.04425,7.19345,0.0,34.6256,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
254.136,256.166,2.269938,5.992,1478.63,0.0157,0.07819,7.20296,0.0,34.6206,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
254.602,256.635,2.269625,5.9934,1478.6,-0.0026,0.06975,7.20867,0.0,34.6067,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
255.12,257.156,2.271658,6.0157,1478.64,0.0005,0.08028,7.20804,0.0,34.6013,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
255.672,257.713,2.269121,5.9787,1478.63,-0.0027,0.10606,7.20125,0.0,34.6071,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
256.103,258.147,2.266474,5.9565,1478.38,-0.0025,0.05714,7.2045,0.0,34.5953,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
256.603,258.651,2.267443,5.953,1478.46,-0.0099,0.05529,7.20156,0.0,34.6141,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
257.115,259.166,2.267715,5.9287,1478.35,0.0081,0.07051,7.20376,0.0,34.61,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
257.607,259.662,2.264363,5.9153,1478.39,0.0106,0.0811,7.20123,0.0,34.6217,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
258.159,260.218,2.267395,5.9299,1478.33,-0.007,0.08219,7.20025,0.0,34.5932,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
258.651,260.713,2.262426,5.8775,1478.21,-0.0028,0.08369,7.19797,0.0,34.607,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
259.173,261.239,2.263926,5.8849,1478.21,-0.0077,0.04358,7.20473,0.0,34.6114,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
259.648,261.718,2.2607,5.8219,1478.01,-0.002,0.08053,7.20788,0.0,34.6143,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
260.155,262.229,2.260319,5.8239,1478.02,-0.0003,0.0832,7.20217,0.0,34.6127,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
260.667,262.744,2.257944,5.8017,1477.86,-0.0002,0.05888,7.20178,0.0,34.5965,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
261.083,263.163,2.260924,5.8064,1477.99,0.0039,0.07077,7.19652,0.0,34.6269,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
261.67,263.754,2.258634,5.7888,1477.93,-0.0023,0.06615,7.19637,0.0,34.6309,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
262.147,264.235,2.258558,5.7892,1477.88,-0.0181,0.07634,7.20198,0.0,34.6105,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
262.66,264.751,2.25757,5.7616,1477.8,0.0065,0.05514,7.1986,0.0,34.616,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
263.101,265.196,2.255634,5.7252,1477.65,-0.0103,0.05072,7.20308,0.0,34.6048,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
263.65,265.748,2.254518,5.7319,1477.62,-0.0057,0.09174,7.19669,0.0,34.6181,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
264.125,266.228,2.255471,5.7142,1477.69,0.0025,0.08984,7.1994,0.0,34.6332,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
264.634,266.74,2.254346,5.7053,1477.6,0.0113,0.06016,7.20038,0.0,34.6128,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
265.111,267.22,2.251419,5.6703,1477.46,-0.0046,0.08793,7.19236,0.0,34.6245,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
265.672,267.786,2.252918,5.6532,1477.39,0.0149,0.04292,7.18866,0.0,34.6239,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
266.103,268.219,2.254328,5.6709,1477.5,0.0052,0.08807,7.18856,0.0,34.6153,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
266.642,268.763,2.252354,5.6488,1477.5,0.0159,0.07817,7.20112,0.0,34.6329,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
267.108,269.232,2.247235,5.6044,1477.22,-0.0029,0.07124,7.19558,0.0,34.6034,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
267.59,269.717,2.250038,5.6129,1477.33,-0.0127,0.06031,7.20431,0.0,34.6239,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
268.178,270.31,2.247271,5.5945,1477.17,-0.0047,0.09508,7.20248,0.0,34.604,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
268.588,270.722,2.248066,5.5872,1477.23,0.0011,0.09352,7.1988,0.0,34.6258,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
269.154,271.293,2.247894,5.5597,1477.11,-0.0019,0.06375,7.1997,0.0,34.6384,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
269.599,271.741,2.247453,5.5656,1477.17,-0.007,0.06107,7.18808,0.0,34.6209,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
270.141,272.287,2.246339,5.5364,1477.12,-0.0015,0.07834,7.19607,0.0,34.6313,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
270.646,272.796,2.243558,5.5179,1476.99,-0.0094,0.06604,7.19549,0.0,34.6177,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
271.179,273.333,2.244507,5.5245,1477.03,0.0022,0.08948,7.20168,0.0,34.6302,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
271.663,273.821,2.24292,5.4738,1476.8,0.0127,0.07549,7.20619,0.0,34.624,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
272.139,274.299,2.242609,5.4905,1476.87,-0.0034,0.06758,7.19972,0.0,34.6223,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
272.6,274.764,2.242915,5.4981,1477.04,-0.0005,0.10205,7.19948,0.0,34.6317,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
273.117,275.285,2.242795,5.4857,1476.94,0.0039,0.07397,7.19788,0.0,34.6296,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
273.637,275.809,2.2399,5.4479,1476.72,0.0053,0.1013,7.1967,0.0,34.6208,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
274.152,276.327,2.238462,5.4287,1476.7,0.0102,0.06477,7.19548,0.0,34.6247,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
274.662,276.841,2.239597,5.4502,1476.75,-0.0092,0.08197,7.20275,0.0,34.6159,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
275.143,277.325,2.236574,5.397,1476.57,-0.0097,0.07422,7.19718,0.0,34.6067,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
275.679,277.865,2.237385,5.3853,1476.57,-0.0014,0.0482,7.19995,0.0,34.6314,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
276.115,278.304,2.237926,5.3833,1476.58,-0.0034,0.05017,7.20342,0.0,34.6402,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
276.604,278.797,2.235924,5.3719,1476.51,0.0001,0.05799,7.19012,0.0,34.6133,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
277.128,279.326,2.237994,5.3774,1476.55,-0.0052,0.05673,7.19045,0.0,34.6325,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
277.679,279.88,2.23745,5.3342,1476.41,0.0034,0.06505,7.20159,0.0,34.6348,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
278.118,280.322,2.234535,5.3055,1476.34,-0.0042,0.08985,7.20127,0.0,34.6382,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
278.647,280.855,2.235025,5.3243,1476.38,0.008,0.06441,7.19679,0.0,34.6437,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
279.136,281.347,2.232642,5.2999,1476.26,0.0002,0.09575,7.20687,0.0,34.636,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
279.616,281.832,2.235895,5.3307,1476.33,0.0067,0.09338,7.20314,0.0,34.6294,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
280.15,282.369,2.234638,5.3236,1476.37,0.0005,0.10118,7.20888,0.0,34.6284,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
280.684,282.908,2.229803,5.2359,1475.98,-0.0046,0.07748,7.21284,0.0,34.6383,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
281.171,283.397,2.231344,5.2656,1476.24,-0.0086,0.0788,7.19528,0.0,34.6408,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
281.69,283.92,2.228996,5.266,1476.07,-0.0082,0.09692,7.19917,0.0,34.6235,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
282.148,284.382,2.231761,5.2869,1476.29,-0.0039,0.04823,7.20384,0.0,34.6397,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
282.656,284.893,2.231271,5.2504,1476.22,0.0011,0.09323,7.19888,0.0,34.6497,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
283.178,285.419,2.228608,5.2237,1475.99,-0.0008,0.06285,7.20068,0.0,34.6342,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
283.644,285.889,2.228513,5.2061,1476.07,0.0054,0.04,7.19778,0.0,34.6392,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
284.159,286.408,2.229266,5.1985,1475.98,-0.0018,0.09332,7.19672,0.0,34.6553,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
