SourceFile,SourceFolder,SourceSubFolder,Data_File,Vessel,Cruise,Station,Water_Depth,SST,Latitude,Longitude,Latitude(decimal),Longitude(decimal),Datetime,name_0,name_1,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,name_10,name_11,name_12,name_13,name_14,name_15,span_0,span_1,span_2,span_3,span_4,span_5,span_6,span_7,span_8,span_9,span_10,span_11,span_12,span_13,span_14,span_15,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,FileName,Temperature_SN,Conductivity_SN,Number_of_Bytes_Per_Scan,Number_of_Voltage_Words,Number_of_Scans_Averaged_by_the_Deck_Unit,System_UpLoad_Time,Date,Time,nquan,nvalues,units,interval,start_time,bad_flag,datcnv_date,datcnv_in,datcnv_skipover,datcnv_ox_hysteresis_correction,datcnv_ox_tau_correction,file_type,number_of_scans_to_average,pressure_baud_rate,GPIB_address,Operator,System_UTC,NMEA_UTC_(Time),Store_Lat/Lon_Data,Real-Time_Sample_Interval,wildedit_date,wildedit_in,wildedit_pass1_nstd,wildedit_pass2_nstd,wildedit_pass2_mindelta,wildedit_npoint,wildedit_vars,wildedit_excl_bad_scans,filter_date,filter_in,filter_low_pass_tc_A,filter_low_pass_tc_B,filter_low_pass_A_vars,filter_low_pass_B_vars,celltm_date,celltm_in,celltm_alpha,celltm_tau,celltm_temp_sensor_use_for_cond,loopedit_date,loopedit_in,loopedit_percentMeanSpeed:_minV,loopedit_excl_bad_scans,Derive_date,Derive_in,binavg_date,binavg_in,binavg_bintype,binavg_binsize,binavg_excl_bad_scans,binavg_skipover,binavg_surface_bin,Time_12,Time_15,Time_18,SeacatPlus_V_1.6b_SERIAL_NO._5090_16_May_2009_22,vbatt,iext01,iext23,status,samples,mode,autorun,battery_type,pressure_sensor,SBE_38,Ext_Volt_0,echo_commands,output_format,temperature,TA0,TA1,TA2,TA3,TOFFSET,conductivity,G,H,I,J,CF0,CPCOR,CTCOR,CSLOPE,pressure_S/N,PA0,PA1,PA2,PTCA0,PTCA1,PTCA2,PTCB0,PTCB1,PTCB2,PTEMPA0,PTEMPA1,PTEMPA2,POFFSET,volt_0:_offset,volt_1:_offset,volt_2:_offset,volt_3:_offset,EXTFREQSF,"cast_2_16_May_2009_02:35:00_samples_86_to_84215,_avg",alignctd_date,alignctd_in,alignctd_adv,loopedit_minVelocity,loopedit_surfaceSoak:_minDepth,NMEA_baud_rate,Start_Time
ctd-14A.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,sagarkanya,sk228,ctd14A,,,00 06.47'N,083 01.24'S,0.107833,-83.020667,19-09-06 20:42:43,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],"potemp090C: Potential Temperature [ITS-90, deg C]","sigma-00: Density [sigma-theta, Kg/m^3]",gpa: Geopotential Anomaly [J/Kg],flag: flag,,,,,"0.022,    501.358","9.4609,    28.7866","3.780222,   5.648252","-0.0095,    -0.0038","388,      15239","16.138,    634.926","0.000,    498.000","34.5939,    35.3702","9.4042,    28.7846","21.8313,    27.0526","0.000,     12.117","0.0000e+00, 0.0000e+00",,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd-14A.dat,2117,2642,15.0,1.0,1.0,Sep 19 2006 20:42:43,,,12,250,specified,meters: 2,Sep 19 2006 20:42:43,-9.99e-29,"Oct 19 2006 10:27:03, 5.25b",D:\CHKSK228\rawctd\ctd-14A.dat D:\CHKSK228\NEWsk228.con,350,,,ascii,,,,,,,,,"Oct 19 2006 11:33:18, 5.25b",D:\CHKSK228\ctd-14a.cnv,2.0,20.0,0.0,100.0,prDM t090C c0S/m flC,yes,"Oct 19 2006 11:34:48, 5.25b",D:\CHKSK228\ctd-14a.cnv,0.03,0.15,c0S/m,prDM,"Oct 19 2006 11:35:54, 5.25b",D:\CHKSK228\ctd-14a.cnv,"0.0300, 0.0000","7.0000, 0.0000","primary,","Oct 19 2006 11:37:06, 5.25b",D:\CHKSK228\ctd-14a.cnv,"0.250, ws = 100, percent = 10.00",yes,"Oct 19 2006 15:42:31, 5.25b",D:\CHKSK228\bin2\ctd-14a.cnv D:\CHKSK228\NEWsk228.con,"Oct 19 2006 11:39:15, 5.25b",D:\CHKSK228\ctd-14a.cnv,meters,2.0,yes,0.0,"no, min = 0.000, max = 0.000, value = 0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd-14B.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,sagarkanya,sk228,ctd14B,,,00 18.74'N,082 59.61'E,0.312333,82.9935,20-09-06 12:10:18,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],"potemp090C: Potential Temperature [ITS-90, deg C]","sigma-00: Density [sigma-theta, Kg/m^3]",gpa: Geopotential Anomaly [J/Kg],flag: flag,,,,,"2.011,   1538.073","4.3640,    28.9307","3.341529,   5.667642","-0.0112,    -0.0030","385,      41553","15.995,   1731.336","2.000,   1524.000","34.6215,    35.3557","4.2378,    28.9302","21.8036,    27.6360","0.000,     20.337","0.0000e+00, 0.0000e+00",,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd-14B.dat,2117,2642,15.0,1.0,1.0,Sep 20 2006 12:10:18,,,12,762,specified,meters: 2,Sep 20 2006 12:10:18,-9.99e-29,"Oct 19 2006 10:27:25, 5.25b",D:\CHKSK228\rawctd\ctd-14B.dat D:\CHKSK228\NEWsk228.con,350,,,ascii,,,,,,,,,"Oct 19 2006 11:33:18, 5.25b",D:\CHKSK228\ctd-14b.cnv,2.0,20.0,0.0,100.0,prDM t090C c0S/m flC,yes,"Oct 19 2006 11:34:50, 5.25b",D:\CHKSK228\ctd-14b.cnv,0.03,0.15,c0S/m,prDM,"Oct 19 2006 11:35:55, 5.25b",D:\CHKSK228\ctd-14b.cnv,"0.0300, 0.0000","7.0000, 0.0000","primary,","Oct 19 2006 11:37:07, 5.25b",D:\CHKSK228\ctd-14b.cnv,"0.250, ws = 100, percent = 10.00",yes,"Oct 19 2006 15:42:31, 5.25b",D:\CHKSK228\bin2\ctd-14b.cnv D:\CHKSK228\NEWsk228.con,"Oct 19 2006 11:39:15, 5.25b",D:\CHKSK228\ctd-14b.cnv,meters,2.0,yes,0.0,"no, min = 0.000, max = 0.000, value = 0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd-15.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,sagarkanya,sk228,ctd15,,28.9,01 29.8'S,080 28.5'E,-1.496667,80.475,23-09-06 13:22:06,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],"potemp090C: Potential Temperature [ITS-90, deg C]","sigma-00: Density [sigma-theta, Kg/m^3]",gpa: Geopotential Anomaly [J/Kg],flag: flag,,,,,"0.022,    995.840","6.6771,    29.0470","3.536842,   5.683972","-0.0107,    -0.0031","1665,      42530","69.324,   1772.051","0.000,    988.000","34.6470,    35.4052","6.5818,    29.0470","21.7896,    27.4260","0.000,     16.433","0.0000e+00, 0.0000e+00",,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd-15.dat,2117,2642,15.0,1.0,1.0,Sep 23 2006 13:22:06,,,12,495,specified,meters: 2,Sep 23 2006 13:22:06,-9.99e-29,"Oct 19 2006 10:28:23, 5.25b",D:\CHKSK228\rawctd\ctd-15.dat D:\CHKSK228\NEWsk228.con,1600,,,ascii,,,,,,,,,"Oct 19 2006 11:33:20, 5.25b",D:\CHKSK228\ctd-15.cnv,2.0,20.0,0.0,100.0,prDM t090C c0S/m flC,yes,"Oct 19 2006 11:34:53, 5.25b",D:\CHKSK228\ctd-15.cnv,0.03,0.15,c0S/m,prDM,"Oct 19 2006 11:35:56, 5.25b",D:\CHKSK228\ctd-15.cnv,"0.0300, 0.0000","7.0000, 0.0000","primary,","Oct 19 2006 11:37:09, 5.25b",D:\CHKSK228\ctd-15.cnv,"0.250, ws = 100, percent = 10.00",yes,"Oct 19 2006 15:42:31, 5.25b",D:\CHKSK228\bin2\ctd-15.cnv D:\CHKSK228\NEWsk228.con,"Oct 19 2006 11:39:17, 5.25b",D:\CHKSK228\ctd-15.cnv,meters,2.0,yes,0.0,"no, min = 0.000, max = 0.000, value = 0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd-16.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,ORV SAGAR KANYA,SK228,CTD-16,,29.2 C,00 01.44S,077 03.78E,-0.024,77.063,24-09-06 15:22:12,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],"potemp090C: Potential Temperature [ITS-90, deg C]","sigma-00: Density [sigma-theta, Kg/m^3]",gpa: Geopotential Anomaly [J/Kg],flag: flag,,,,,"0.011,   1509.713","4.1312,    29.2315","3.318777,   5.715841","-0.0114,    -0.0025","1720,      55574","71.605,   2315.525","0.000,   1496.000","34.7308,    35.3631","4.0102,    29.2315","21.7917,    27.6530","0.000,     19.648","0.0000e+00, 0.0000e+00",,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd-16.dat,2117,2642,15.0,1.0,1.0,Sep 24 2006 15:22:12,,,12,749,specified,meters: 2,Sep 24 2006 15:22:12,-9.99e-29,"Oct 19 2006 10:28:38, 5.25b",D:\CHKSK228\rawctd\ctd-16.dat D:\CHKSK228\NEWsk228.con,1600,,,ascii,,,,,,,,,"Oct 19 2006 11:33:23, 5.25b",D:\CHKSK228\ctd-16.cnv,2.0,20.0,0.0,100.0,prDM t090C c0S/m flC,yes,"Oct 19 2006 11:34:59, 5.25b",D:\CHKSK228\ctd-16.cnv,0.03,0.15,c0S/m,prDM,"Oct 19 2006 11:36:00, 5.25b",D:\CHKSK228\ctd-16.cnv,"0.0300, 0.0000","7.0000, 0.0000","primary,","Oct 19 2006 11:37:14, 5.25b",D:\CHKSK228\ctd-16.cnv,"0.250, ws = 100, percent = 10.00",yes,"Oct 19 2006 15:42:31, 5.25b",D:\CHKSK228\bin2\ctd-16.cnv D:\CHKSK228\NEWsk228.con,"Oct 19 2006 11:39:20, 5.25b",D:\CHKSK228\ctd-16.cnv,meters,2.0,yes,0.0,"no, min = 0.000, max = 0.000, value = 0.000",,25 IST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd-16upfn.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,,,,,,,,,,24-09-06 16:04:25,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],"potemp090C: Potential Temperature [ITS-90, deg C]","sigma-00: Density [sigma-theta, Kg/m^3]",gpa: Geopotential Anomaly [J/Kg],flag: flag,,,,,"0.011,   1499.585","4.1512,    29.1891","3.320193,   5.711321","-0.0116,    -0.0055","831,      54866","34.569,   2286.027","0.000,   1486.000","34.7292,    35.3954","4.0309,    29.1891","21.8055,    27.6512","0.000,     19.497","0.0000e+00, 0.0000e+00",,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd-16up.dat,2117,2642,15.0,1.0,1.0,Sep 24 2006 16:04:25,,,12,744,specified,meters: 2,Sep 24 2006 16:04:25,-9.99e-29,"Oct 19 2006 10:29:13, 5.25b",D:\CHKSK228\rawctd\ctd-16up.dat D:\CHKSK228\NEWsk228.con,0,,,ascii,,,,,,,,,"Oct 23 2006 15:27:35, 5.25b",D:\CHKSK228\upfiles\ctd-16up.cnv,2.0,20.0,0.0,100.0,prDM t090C c0S/m flC,yes,"Oct 23 2006 15:29:19, 5.25b",D:\CHKSK228\upfiles\ctd-16up.cnv,0.03,0.15,c0S/m,prDM,"Oct 23 2006 15:30:28, 5.25b",D:\CHKSK228\upfiles\ctd-16up.cnv,"0.0300, 0.0000","7.0000, 0.0000","primary,","Oct 23 2006 15:31:22, 5.25b",D:\CHKSK228\upfiles\ctd-16up.cnv,"0.250, ws = 100, percent = 10.00",yes,"Oct 23 2006 16:50:17, 5.25b",D:\CHKSK228\upfiles\CHK16DN.CNV D:\CHKSK228\NEWsk228.con,"Oct 23 2006 15:35:03, 5.25b",D:\CHKSK228\upfiles\ctd-16up.cnv,meters,2.0,yes,0.0,"no, min = 0.000, max = 0.000, value = 0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd-17.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,sagarkanya,sk228,ctd17,,29.1,00 02.20'N,076 56.55'E,0.036667,76.9425,26-09-06 17:27:06,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],"potemp090C: Potential Temperature [ITS-90, deg C]","sigma-00: Density [sigma-theta, Kg/m^3]",gpa: Geopotential Anomaly [J/Kg],flag: flag,,,,,"0.022,   4062.612","1.3753,    29.1922","3.154553,   5.711902","-0.0116,    -0.0024","2767,     129496","115.259,   5395.631","0.000,   4002.000","34.7148,    35.3532","1.0692,    29.1922","21.8058,    27.8323","0.000,     30.748","0.0000e+00, 0.0000e+00",,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd-17.dat,2117,2642,15.0,1.0,1.0,Sep 26 2006 17:27:06,,,12,2002,specified,meters: 2,Sep 26 2006 17:27:06,-9.99e-29,"Oct 19 2006 10:30:06, 5.25b",D:\CHKSK228\rawctd\ctd-17.dat D:\CHKSK228\NEWsk228.con,2750,,,ascii,,,,,,,,,"Oct 19 2006 11:33:25, 5.25b",D:\CHKSK228\ctd-17.cnv,2.0,20.0,0.0,100.0,prDM t090C c0S/m flC,yes,"Oct 19 2006 11:35:03, 5.25b",D:\CHKSK228\ctd-17.cnv,0.03,0.15,c0S/m,prDM,"Oct 19 2006 11:36:02, 5.25b",D:\CHKSK228\ctd-17.cnv,"0.0300, 0.0000","7.0000, 0.0000","primary,","Oct 19 2006 11:37:17, 5.25b",D:\CHKSK228\ctd-17.cnv,"0.250, ws = 100, percent = 10.00",yes,"Oct 19 2006 15:42:30, 5.25b",D:\CHKSK228\bin2\ctd-17.cnv D:\CHKSK228\NEWsk228.con,"Oct 19 2006 11:39:22, 5.25b",D:\CHKSK228\ctd-17.cnv,meters,2.0,yes,0.0,"no, min = 0.000, max = 0.000, value = 0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ctd-17upfn.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,ORV Sagar Kanya,SK228,CTD-17up,,,00 02.5N,76 54.363 E,0.041667,76.90605,26-09-06 21:17:18,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],"potemp090C: Potential Temperature [ITS-90, deg C]","sigma-00: Density [sigma-theta, Kg/m^3]",gpa: Geopotential Anomaly [J/Kg],flag: flag,,,,,"0.011,   3649.062","1.4624,    28.9786","3.154651,   5.686140","-0.0116,     0.0000","199,     184782","8.236,   7699.224","0.000,   3598.000","34.7182,    35.3527","1.1868,    28.9786","21.8612,    27.8243","0.000,     29.029","0.0000e+00, 0.0000e+00",,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd-17up.dat,2117,2642,15.0,1.0,1.0,Sep 26 2006 21:17:18,,,12,1801,specified,meters: 2,Sep 26 2006 21:17:18,-9.99e-29,"Oct 19 2006 10:29:35, 5.25b",D:\CHKSK228\rawctd\ctd-17up.dat D:\CHKSK228\NEWsk228.con,0,,,ascii,,,,,,,,,"Oct 23 2006 15:27:44, 5.25b",D:\CHKSK228\upfiles\ctd-17up.cnv,2.0,20.0,0.0,100.0,prDM t090C c0S/m flC,yes,"Oct 23 2006 15:29:31, 5.25b",D:\CHKSK228\upfiles\ctd-17up.cnv,0.03,0.15,c0S/m,prDM,"Oct 23 2006 15:30:37, 5.25b",D:\CHKSK228\upfiles\ctd-17up.cnv,"0.0300, 0.0000","7.0000, 0.0000","primary,","Oct 23 2006 15:31:32, 5.25b",D:\CHKSK228\upfiles\ctd-17up.cnv,"0.250, ws = 100, percent = 10.00",yes,"Oct 23 2006 16:50:27, 5.25b",D:\CHKSK228\upfiles\CHK17DN.CNV D:\CHKSK228\NEWsk228.con,"Oct 23 2006 15:35:16, 5.25b",D:\CHKSK228\upfiles\ctd-17up.cnv,meters,2.0,yes,0.0,"no, min = 0.000, max = 0.000, value = 0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd90_01.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,sagarkanya,sk228,ctd90_01,,27.8,00 00.16S,089 59.96E,-0.002667,89.999333,10-09-06 05:32:29,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],flag: flag,,,,,,,,"2.198,    478.015","9.8210,    28.8027","3.813376,   5.624141","-0.0099,    -0.0051","601,      44682","25.000,   1861.708","2.186,    474.840","33.3756,    35.4148","0.0000e+00, 0.0000e+00",,,,,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd90_01.dat,2117,2642,15.0,1.0,1.0,Sep 10 2006 05:32:29,,,9,44082,specified,seconds: 0.0416667,Sep 10 2006 05:32:29,-9.99e-29,"Oct 20 2006 15:56:52, 5.25b",D:\CHKSK228\rawctd\raw90\ctd90_01.dat D:\CHKSK228\NEWsk228.con,600,,,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oct 20 2006 17:03:38, 5.25b",D:\CHKSK228\rawctd\raw90\ctd90_01.cnv D:\CHKSK228\NEWsk228.con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd90_02.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,sagarkanya,sk228,ctd90_02,,27.6,00 00.9S,089 59.7E,-0.015,89.995,10-09-06 06:30:08,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],flag: flag,,,,,,,,"5.010,    483.230","9.9246,    28.7885","3.822744,   5.622356","-0.0102,    -0.0050","401,      15064","16.667,    627.625","4.982,    480.015","33.3236,    35.4267","0.0000e+00, 0.0000e+00",,,,,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd90_02.dat,2117,2642,15.0,1.0,1.0,Sep 10 2006 06:30:08,,,9,14664,specified,seconds: 0.0416667,Sep 10 2006 06:30:08,-9.99e-29,"Oct 20 2006 15:57:49, 5.25b",D:\CHKSK228\rawctd\raw90\ctd90_02.dat D:\CHKSK228\NEWsk228.con,400,,,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oct 20 2006 17:03:18, 5.25b",D:\CHKSK228\rawctd\raw90\ctd90_02.cnv D:\CHKSK228\NEWsk228.con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd90_03.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,orv sagar kanya,sk228,ctd90-03,,,00 00.79s,090 0.04e,-0.013167,90.000667,10-09-06 07:38:42,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],flag: flag,,,,,,,,"2.799,    482.072","9.9035,    28.7912","3.821770,   5.624590","-0.0103,    -0.0053","4251,      29309","177.083,   1221.167","2.784,    478.866","33.3357,    35.4192","0.0000e+00, 0.0000e+00",,,,,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd90_03.dat,2117,2642,15.0,1.0,1.0,Sep 10 2006 07:38:42,,,9,25059,specified,seconds: 0.0416667,Sep 10 2006 07:38:42,-9.99e-29,"Oct 20 2006 15:58:16, 5.25b",D:\CHKSK228\rawctd\raw90\ctd90_03.dat D:\CHKSK228\NEWsk228.con,4250,,,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oct 20 2006 17:03:18, 5.25b",D:\CHKSK228\rawctd\raw90\ctd90_03.cnv D:\CHKSK228\NEWsk228.con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctd90_04.cnv,sk228_ctd_final,sk228_ctd_final,Sea-Bird SBE 9 Data File,orv sagar kanya,sk228,ctd90-04,,,00 1.43s,089 59.9e,-0.023833,89.998333,10-09-06 08:28:15,"prDM: Pressure, Digiquartz [db]","t090C: Temperature [ITS-90, deg C]",c0S/m: Conductivity [S/m],"flC: Fluorescence, Chelsea Aqua 3 Chl Con [ug/l]",scan: Scan Count,"timeS: Time, Elapsed [seconds]","depSM: Depth [salt water, m], lat = 0",sal00: Salinity [PSU],flag: flag,,,,,,,,"12.202,    479.519","9.9244,    28.7929","3.822097,   5.625373","-0.0101,    -0.0052","1501,      22513","62.500,    938.000","12.135,    476.333","33.3781,    35.4162","0.0000e+00, 0.0000e+00",,,,,,,,"Frequency  0  temperature, 2117, 07.OCT.2005","Frequency  1  conductivity, 2642, 01.Nov.2005, cpcor = -9.5700e-08","Frequency  2  pressure, 86538, 27Oct.2005","Extrnl Volt  0  fluorometer, chelsea, 88/2360/115, 14.11.1994",,,,,,C:\sk228\ctd90_04.dat,2117,2642,15.0,1.0,1.0,Sep 10 2006 08:28:15,,,9,21013,specified,seconds: 0.0416667,Sep 10 2006 08:28:15,-9.99e-29,"Oct 20 2006 15:58:50, 5.25b",D:\CHKSK228\rawctd\raw90\ctd90_04.dat D:\CHKSK228\NEWsk228.con,1500,,,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oct 20 2006 17:03:20, 5.25b",D:\CHKSK228\rawctd\raw90\ctd90_04.cnv D:\CHKSK228\NEWsk228.con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
